AirTC_Avg,BattV_Avg,DOY,DayofMonth,PAR_Den_Avg,PlotID,RH,Rain_mm_Tot,TIMESTAMP,TimeofDay,Year,B1_13849,B2_24304,VPD
16.32,13.78,142,21,3.88,101,92.3,0,05/21/2020 06:30,630,2020,NaN,NaN,0.142895526337268
18.05,14.62,142,21,7.662,101,85.6,0,05/21/2020 07:00,700,2020,NaN,NaN,0.298150122356047
18.71,14.5,142,21,9.98,101,84.7,0,05/21/2020 07:30,730,2020,NaN,NaN,0.3301664937837
19.61,13.79,142,21,12.72,101,78.67,0,05/21/2020 08:00,800,2020,NaN,NaN,0.486840733174657
20.6,13.7,142,21,15.25,101,74.99,0,05/21/2020 08:30,830,2020,NaN,NaN,0.606880733257716
22.42,13.61,142,21,17.58,101,67.47,0,05/21/2020 09:00,900,2020,NaN,NaN,0.882336057568853
23.1,13.52,142,21,19.77,101,59.86,0,05/21/2020 09:30,930,2020,NaN,NaN,1.13454714573623
23.84,13.44,142,21,19.15,101,59.21,0,05/21/2020 10:00,1000,2020,NaN,NaN,1.20549994446546
23.94,13.41,142,21,16.06,101,51.56,0,05/21/2020 10:30,1030,2020,NaN,NaN,1.44021240450271
25.72,13.35,142,21,24.9,101,51.49,0,05/21/2020 11:00,1100,2020,NaN,NaN,1.60383833275017
25.56,13.27,142,21,21.68,101,55.05,0,05/21/2020 11:30,1130,2020,NaN,NaN,1.47210948895349
25.39,13.29,142,21,16.44,101,47.09,0,05/21/2020 12:00,1200,2020,NaN,NaN,1.71540373039903
26.35,13.26,142,21,21.24,101,49.9,0,05/21/2020 12:30,1230,2020,NaN,NaN,1.71924039736341
26.21,13.25,142,21,22.37,101,41.19,0,05/21/2020 13:00,1300,2020,NaN,NaN,2.00153645909977
27.01,13.21,142,21,24.7,101,45.9,0,05/21/2020 13:30,1330,2020,NaN,NaN,1.92998092701304
27.25,13.21,142,21,19.28,101,46.54,0,05/21/2020 14:00,1400,2020,NaN,NaN,1.9341654626189
26.26,13.25,142,21,7.69,101,49.59,0,05/21/2020 14:30,1430,2020,NaN,NaN,1.72072066151805
25.88,13.33,142,21,6.057,101,52.47,0,05/21/2020 15:00,1500,2020,NaN,NaN,1.58639385602066
26.77,13.37,142,21,12.52,101,49.46,0,05/21/2020 15:30,1530,2020,NaN,NaN,1.77775114819165
27.39,13.34,142,21,11.57,101,54.61,0,05/21/2020 16:00,1600,2020,NaN,NaN,1.65570618716277
26.56,13.34,142,21,5.178,101,49.05,0,05/21/2020 16:30,1630,2020,NaN,NaN,1.77017322215221
26.44,13.38,142,21,3.865,101,52.51,0,05/21/2020 17:00,1700,2020,NaN,NaN,1.63834244622639
26.09,13.4,142,21,3.001,101,55.08,0,05/21/2020 17:30,1730,2020,NaN,NaN,1.51801075540383
25.78,13.43,142,21,1.786,101,62.64,0,05/21/2020 18:00,1800,2020,NaN,NaN,1.23959403408025
24.13,13.49,142,21,0.804,101,73.39,0,05/21/2020 18:30,1830,2020,NaN,NaN,0.800237212229806
22.83,12.99,142,21,0.055,101,76.11,0,05/21/2020 19:00,1900,2020,NaN,NaN,0.664304317747423
22.45,12.89,142,21,0,101,75.4,0,05/21/2020 19:30,1930,2020,NaN,NaN,0.668461719446191
22.6,12.86,142,21,0,101,77.8,0,05/21/2020 20:00,2000,2020,NaN,NaN,0.60876408193382
22.59,12.85,142,21,0,101,70.69,0,05/21/2020 20:30,2030,2020,NaN,NaN,0.803245619289964
22.81,12.84,142,21,0,101,71.98,0,05/21/2020 21:00,2100,2020,NaN,NaN,0.778203124612842
22.4,12.83,142,21,0,101,73.61,0,05/21/2020 21:30,2130,2020,NaN,NaN,0.714926846736534
22.38,12.82,142,21,0,101,75.24,0,05/21/2020 22:00,2200,2020,NaN,NaN,0.66995406437861
22.1,12.82,142,21,0,101,77.48,0,05/21/2020 22:30,2230,2020,NaN,NaN,0.599052118263912
21.72,12.82,142,21,0,101,81.4,0,05/21/2020 23:00,2300,2020,NaN,NaN,0.48344070827853
21.46,12.81,142,21,0,101,81.6,0,05/21/2020 23:30,2330,2020,NaN,NaN,0.470699604969939
21.46,12.81,143,22,0,101,83.5,0,05/22/2020 00:00,0,2020,NaN,NaN,0.422094754456738
21.11,12.81,143,22,0,101,86.1,0,05/22/2020 00:30,30,2020,NaN,NaN,0.348036403218256
20.84,12.8,143,22,0,101,87.7,0,05/22/2020 01:00,100,2020,NaN,NaN,0.302908169057549
20.58,12.8,143,22,0,101,89.6,0,05/22/2020 01:30,130,2020,NaN,NaN,0.252050622230402
20.4,12.8,143,22,0,101,90.8,0,05/22/2020 02:00,200,2020,NaN,NaN,0.220506557760975
20.39,12.8,143,22,0,101,92,0,05/22/2020 02:30,230,2020,NaN,NaN,0.19162653746223
20.6,12.79,143,22,0,101,92.2,0,05/22/2020 03:00,300,2020,NaN,NaN,0.18927108034427
20.22,12.79,143,22,0,101,92.9,1.2,05/22/2020 03:30,330,2020,NaN,NaN,0.168292413861356
18.22,12.79,143,22,0,101,98.5,0.1,05/22/2020 04:00,400,2020,NaN,NaN,0.0313907021847245
18.05,12.79,143,22,0,101,99.2,0,05/22/2020 04:30,430,2020,NaN,NaN,0.0165638956864471
18.22,12.79,143,22,0,101,94.1,0.1,05/22/2020 05:00,500,2020,NaN,NaN,0.123470095259916
17.32,12.79,143,22,0.046,101,98.6,2.6,05/22/2020 05:30,530,2020,NaN,NaN,0.0276832553696039
17.23,12.85,143,22,0.372,101,99.2,0,05/22/2020 06:00,600,2020,NaN,NaN,0.0157292302272524
17.72,12.99,143,22,0.849,101,98.8,0.1,05/22/2020 06:30,630,2020,NaN,NaN,0.0243351671666774
18.08,13.97,143,22,2.33,101,97.1,0,05/22/2020 07:00,700,2020,NaN,NaN,0.0601574319425593
18.81,14.52,143,22,3.49,101,95.3,0,05/22/2020 07:30,730,2020,NaN,NaN,0.102059616381689
19.93,14.48,143,22,6.83,101,87.9,0,05/22/2020 08:00,800,2020,NaN,NaN,0.28170835346321
21.83,13.92,143,22,10.6,101,81.5,0,05/22/2020 08:30,830,2020,NaN,NaN,0.484081922850385
22.63,13.65,143,22,8.82,101,83.1,0,05/22/2020 09:00,900,2020,NaN,NaN,0.464272676463179
23.15,13.6,143,22,6.664,101,86.4,0,05/22/2020 09:30,930,2020,NaN,NaN,0.385563775572728
23.34,13.58,143,22,7.507,101,84.3,0,05/22/2020 10:00,1000,2020,NaN,NaN,0.450234215656327
24.03,13.57,143,22,13.23,101,84.1,0,05/22/2020 10:30,1030,2020,NaN,NaN,0.475297862121519
25.98,13.49,143,22,15.54,101,74.15,0,05/22/2020 11:00,1100,2020,NaN,NaN,0.867905408342193
27.35,13.4,143,22,24.22,101,71.51,0,05/22/2020 11:30,1130,2020,NaN,NaN,1.03681012847669
27.72,13.36,143,22,17.1,101,65.18,0,05/22/2020 12:00,1200,2020,NaN,NaN,1.29486556978961
28.52,13.34,143,22,20.1,101,64.7,0,05/22/2020 12:30,1230,2020,NaN,NaN,1.37525141260702
28.82,13.3,143,22,13.85,101,62.03,0,05/22/2020 13:00,1300,2020,NaN,NaN,1.50520609010312
29.57,13.29,143,22,19.22,101,59.82,0,05/22/2020 13:30,1330,2020,NaN,NaN,1.66326326862777
30.3,13.27,143,22,22.3,101,49.42,0,05/22/2020 14:00,1400,2020,NaN,NaN,2.18334911865596
30.3,13.26,143,22,18.53,101,52.88,0,05/22/2020 14:30,1430,2020,NaN,NaN,2.03399388040863
30.66,13.26,143,22,17.91,101,50.07,0,05/22/2020 15:00,1500,2020,NaN,NaN,2.20009516367661
30.54,13.27,143,22,15.01,101,50.51,0,05/22/2020 15:30,1530,2020,NaN,NaN,2.16581576014245
30.45,13.29,143,22,11.14,101,49.56,0,05/22/2020 16:00,1600,2020,NaN,NaN,2.19606656508471
29.96,13.31,143,22,4.912,101,51.69,0,05/22/2020 16:30,1630,2020,NaN,NaN,2.04512648456262
30.52,13.32,143,22,3.807,101,56.81,0,05/22/2020 17:00,1700,2020,NaN,NaN,1.88795233955045
30.3,13.32,143,22,2.194,101,54.1,0,05/22/2020 17:30,1730,2020,NaN,NaN,1.98133105073761
29.85,13.36,143,22,1.711,101,68.39,0,05/22/2020 18:00,1800,2020,NaN,NaN,1.32973642408441
26.93,13.41,143,22,0.934,101,83.1,0,05/22/2020 18:30,1830,2020,NaN,NaN,0.600072445002338
24.84,13.28,143,22,0.233,101,89.9,0,05/22/2020 19:00,1900,2020,NaN,NaN,0.316908964643165
24.28,12.9,143,22,0.009,101,75.74,0,05/22/2020 19:30,1930,2020,NaN,NaN,0.736153917887948
23.03,12.86,143,22,0,101,75.77,0,05/22/2020 20:00,2000,2020,NaN,NaN,0.681962910420324
22.48,12.85,143,22,0,101,70.55,0,05/22/2020 20:30,2030,2020,NaN,NaN,0.801711330300047
22.5,12.83,143,22,0,101,73.38,0,05/22/2020 21:00,2100,2020,NaN,NaN,0.725551420878373
22.3,12.83,143,22,0,101,78.36,0,05/22/2020 21:30,2130,2020,NaN,NaN,0.582692609277129
22.39,12.82,143,22,0,101,81.9,0,05/22/2020 22:00,2200,2020,NaN,NaN,0.490046041929011
21.99,12.82,143,22,0,101,83.6,0,05/22/2020 22:30,2230,2020,NaN,NaN,0.433340496893492
21.79,12.81,143,22,0,101,85.6,0,05/22/2020 23:00,2300,2020,NaN,NaN,0.375880016898886
21.32,12.81,143,22,0,101,87.8,0,05/22/2020 23:30,2330,2020,NaN,NaN,0.309429995973153
21.07,12.81,144,23,0,101,86.6,0,05/23/2020 00:00,0,2020,NaN,NaN,0.3346943346479
21.08,12.81,144,23,0,101,87.8,0,05/23/2020 00:30,30,2020,NaN,NaN,0.304908830073983
21.07,12.8,144,23,0,101,89.3,0,05/23/2020 01:00,100,2020,NaN,NaN,0.267255923935263
21.13,12.8,144,23,0,101,91.1,0,05/23/2020 01:30,130,2020,NaN,NaN,0.22311712686691
20.94,12.8,144,23,0,101,90.7,0,05/23/2020 02:00,200,2020,NaN,NaN,0.230440456300119
21.02,12.79,144,23,0,101,88.4,0,05/23/2020 02:30,230,2020,NaN,NaN,0.288847226400884
21.14,12.79,144,23,0,101,88.1,0,05/23/2020 03:00,300,2020,NaN,NaN,0.298508256512237
21.15,12.79,144,23,0,101,90.5,0,05/23/2020 03:30,330,2020,NaN,NaN,0.238451168798093
21.1,12.79,144,23,0,101,92.8,0,05/23/2020 04:00,400,2020,NaN,NaN,0.180167238395209
21.4,12.78,144,23,0,101,94.3,0,05/23/2020 04:30,430,2020,NaN,NaN,0.145279924112907
21.44,12.79,144,23,0.068,101,94.4,0,05/23/2020 05:00,500,2020,NaN,NaN,0.143081131513588
21.42,12.86,144,23,0.515,101,94.3,0,05/23/2020 05:30,530,2020,NaN,NaN,0.145457942634408
21.75,13.08,144,23,1.201,101,93.3,0,05/23/2020 06:00,600,2020,NaN,NaN,0.174461993172963
22.12,13.83,144,23,1.52,101,93.1,0,05/23/2020 06:30,630,2020,NaN,NaN,0.183769859220774
22.4,14.43,144,23,1.661,101,93,0,05/23/2020 07:00,700,2020,NaN,NaN,0.189635768365128
20.85,14.2,144,23,0.594,101,97.4,7.4,05/23/2020 07:30,730,2020,NaN,NaN,0.0640687581104764
19.75,13.76,144,23,0.267,101,96.9,0.5,05/23/2020 08:00,800,2020,NaN,NaN,0.0713724974693459
19.87,14.2,144,23,0.473,101,97.7,0.2,05/23/2020 08:30,830,2020,NaN,NaN,0.0533491977405009
20.04,14.48,144,23,1.409,101,98.2,0,05/23/2020 09:00,900,2020,NaN,NaN,0.0421933930548396
21.13,14.45,144,23,6.244,101,95.6,0,05/23/2020 09:30,930,2020,NaN,NaN,0.110305096428585
23.26,13.91,144,23,10.87,101,92.7,0,05/23/2020 10:00,1000,2020,NaN,NaN,0.208336375364998
24.45,13.6,144,23,12.18,101,88.3,0,05/23/2020 10:30,1030,2020,NaN,NaN,0.358659860502145
25.27,13.55,144,23,11.07,101,86.2,0,05/23/2020 11:00,1100,2020,NaN,NaN,0.444233395987529
25.72,13.52,144,23,12.08,101,82.9,0,05/23/2020 11:30,1130,2020,NaN,NaN,0.565360451247741
26.9,13.48,144,23,16.53,101,77.68,0,05/23/2020 12:00,1200,2020,NaN,NaN,0.791127192924576
27.79,13.42,144,23,17.87,101,71.31,0,05/23/2020 12:30,1230,2020,NaN,NaN,1.07127221025153
28.13,13.38,144,23,14.57,101,68.09,0,05/23/2020 13:00,1300,2020,NaN,NaN,1.2153358887476
29.23,13.35,144,23,18.95,101,66.02,0,05/23/2020 13:30,1330,2020,NaN,NaN,1.37932570972945
29.36,13.33,144,23,17.2,101,64.97,0,05/23/2020 14:00,1400,2020,NaN,NaN,1.43264657064164
28.67,13.33,144,23,10.59,101,71.71,0,05/23/2020 14:30,1430,2020,NaN,NaN,1.11177385791662
28.69,13.34,144,23,16.65,101,70.36,0,05/23/2020 15:00,1500,2020,NaN,NaN,1.16617806960411
28.84,13.32,144,23,14.26,101,68.5,0,05/23/2020 15:30,1530,2020,NaN,NaN,1.25016839876792
29.22,13.32,144,23,13.09,101,67.45,0,05/23/2020 16:00,1600,2020,NaN,NaN,1.32051669804631
29.17,13.33,144,23,4.245,101,66.33,0,05/23/2020 16:30,1630,2020,NaN,NaN,1.36201840707874
28.19,13.38,144,23,4.204,101,69.48,0,05/23/2020 17:00,1700,2020,NaN,NaN,1.16645891982889
27.73,13.42,144,23,2.725,101,75.41,0,05/23/2020 17:30,1730,2020,NaN,NaN,0.914972079538211
26.57,13.48,144,23,1.16,101,70.13,0,05/23/2020 18:00,1800,2020,NaN,NaN,1.038394622631
25.36,13.54,144,23,1.032,101,70.79,0,05/23/2020 18:30,1830,2020,NaN,NaN,0.945336209602182
23.91,13.42,144,23,0.362,101,74.04,0,05/23/2020 19:00,1900,2020,NaN,NaN,0.770450308815096
22.72,12.93,144,23,0.007,101,79.46,0,05/23/2020 19:30,1930,2020,NaN,NaN,0.567357616237293
22.26,12.89,144,23,0,101,79.61,0,05/23/2020 20:00,2000,2020,NaN,NaN,0.547700231429532
21.92,12.87,144,23,0,101,82.5,0,05/23/2020 20:30,2030,2020,NaN,NaN,0.460436632034631
21.51,12.85,144,23,0,101,84.5,0,05/23/2020 21:00,2100,2020,NaN,NaN,0.39772833223051
21,12.84,144,23,0,101,86.6,0,05/23/2020 21:30,2130,2020,NaN,NaN,0.333258723234457
20.43,12.83,144,23,0,101,91.4,0,05/23/2020 22:00,2200,2020,NaN,NaN,0.206507609753978
19.96,12.83,144,23,0,101,91.3,0,05/23/2020 22:30,2230,2020,NaN,NaN,0.202927298687018
19.87,12.82,144,23,0,101,91.1,0,05/23/2020 23:00,2300,2020,NaN,NaN,0.206438199952373
19.64,12.81,144,23,0,101,94.3,0,05/23/2020 23:30,2330,2020,NaN,NaN,0.130340620992766
19.4,12.81,145,24,0,101,95.8,0,05/24/2020 00:00,0,2020,NaN,NaN,0.0946189020881733
19.12,12.81,145,24,0,101,96,0,05/24/2020 00:30,30,2020,NaN,NaN,0.0885559162329813
19.02,12.8,145,24,0,101,96.5,0,05/24/2020 01:00,100,2020,NaN,NaN,0.0770047806018294
18.65,12.8,145,24,0,101,97.5,0,05/24/2020 01:30,130,2020,NaN,NaN,0.053746706104038
18.48,12.8,145,24,0,101,98.1,0,05/24/2020 02:00,200,2020,NaN,NaN,0.040415108346779
18.33,12.8,145,24,0,101,98.6,0,05/24/2020 02:30,230,2020,NaN,NaN,0.0295008893199815
18.21,12.79,145,24,0,101,99.2,0,05/24/2020 03:00,300,2020,NaN,NaN,0.0167312022348833
18.35,12.79,145,24,0,101,99,0,05/24/2020 03:30,330,2020,NaN,NaN,0.0210985086981363
18.43,12.79,145,24,0,101,98.8,0,05/24/2020 04:00,400,2020,NaN,NaN,0.0254454947835802
18.53,12.79,145,24,0,101,98.5,0,05/24/2020 04:30,430,2020,NaN,NaN,0.0320067344128113
18.61,12.79,145,24,0.043,101,97.7,0,05/24/2020 05:00,500,2020,NaN,NaN,0.0493233737290269
18.75,12.85,145,24,0.427,101,97.7,0,05/24/2020 05:30,530,2020,NaN,NaN,0.049757145793341
19.01,13.11,145,24,1.3,101,97.6,0,05/24/2020 06:00,600,2020,NaN,NaN,0.0527703499666482
19.14,13.5,145,24,0.87,101,97.2,0,05/24/2020 06:30,630,2020,NaN,NaN,0.0620664572467985
19.39,14.51,145,24,2.877,101,95.4,0,05/24/2020 07:00,700,2020,NaN,NaN,0.103565793348401
20.49,14.46,145,24,6.497,101,89.4,0,05/24/2020 07:30,730,2020,NaN,NaN,0.255476386774804
22.08,13.96,145,24,12.04,101,80.6,0,05/24/2020 08:00,800,2020,NaN,NaN,0.515429059932196
23.64,13.63,145,24,15.45,101,76.79,0,05/24/2020 08:30,830,2020,NaN,NaN,0.677742599907877
24.37,13.56,145,24,17.56,101,74.88,0,05/24/2020 09:00,900,2020,NaN,NaN,0.766368588309628
25.77,13.48,145,24,20.29,101,72.97,0,05/24/2020 09:30,930,2020,NaN,NaN,0.896316700734805
26.9,13.41,145,24,18.26,101,69.82,0,05/24/2020 10:00,1000,2020,NaN,NaN,1.06972305925017
27.33,13.35,145,24,14.57,101,73.04,0,05/24/2020 10:30,1030,2020,NaN,NaN,0.979982681940108
27.48,13.33,145,24,11.26,101,68.67,0,05/24/2020 11:00,1100,2020,NaN,NaN,1.14886514048299
27.11,13.37,145,24,9.31,101,66.67,0,05/24/2020 11:30,1130,2020,NaN,NaN,1.19601822015322
28.09,13.37,145,24,13.01,101,66.4,0,05/24/2020 12:00,1200,2020,NaN,NaN,1.27672730967615
28.48,13.31,145,24,14.01,101,65.45,0,05/24/2020 12:30,1230,2020,NaN,NaN,1.34291264091586
28.14,13.29,145,24,10.35,101,66.06,0,05/24/2020 13:00,1300,2020,NaN,NaN,1.29340331853872
28.01,13.31,145,24,8.37,101,65.65,0,05/24/2020 13:30,1330,2020,NaN,NaN,1.29916227918052
28.1,13.33,145,24,10.22,101,74.7,0,05/24/2020 14:00,1400,2020,NaN,NaN,0.961904779128896
28.98,13.3,145,24,16.83,101,70.46,0,05/24/2020 14:30,1430,2020,NaN,NaN,1.18191023434359
28.9,13.26,145,24,14.04,101,59.65,0,05/24/2020 15:00,1500,2020,NaN,NaN,1.60697392134432
28.74,13.29,145,24,12.86,101,69.44,0,05/24/2020 15:30,1530,2020,NaN,NaN,1.20586194737916
29.51,13.29,145,24,13.2,101,57.25,0,05/24/2020 16:00,1600,2020,NaN,NaN,1.76354853468861
29.61,13.29,145,24,2.25,101,56.47,0,05/24/2020 16:30,1630,2020,NaN,NaN,1.80608922424134
29.32,13.29,145,24,1.882,101,60.3,0,05/24/2020 17:00,1700,2020,NaN,NaN,1.61989956533713
28.94,13.31,145,24,1.582,101,58.67,0,05/24/2020 17:30,1730,2020,NaN,NaN,1.6498148267582
28.23,13.38,145,24,1.276,101,63.48,0,05/24/2020 18:00,1800,2020,NaN,NaN,1.39902532036909
27.16,13.43,145,24,0.861,101,74.26,0,05/24/2020 18:30,1830,2020,NaN,NaN,0.926368262065425
25.23,13.27,145,24,0.278,101,86.5,0,05/24/2020 19:00,1900,2020,NaN,NaN,0.433543920285268
23.4,12.9,145,24,0.011,101,91.5,0,05/24/2020 19:30,1930,2020,NaN,NaN,0.244641074204461
22.79,12.86,145,24,0,101,83.6,0,05/24/2020 20:00,2000,2020,NaN,NaN,0.454927845542752
23.61,12.85,145,24,0,101,75.7,0,05/24/2020 20:30,2030,2020,NaN,NaN,0.708290880115287
23.31,12.83,145,24,0,101,84.6,0,05/24/2020 21:00,2100,2020,NaN,NaN,0.440832383800004
22.1,12.83,145,24,0,101,91.7,0,05/24/2020 21:30,2130,2020,NaN,NaN,0.220787414813076
21.44,12.82,145,24,0,101,92.5,0,05/24/2020 22:00,2200,2020,NaN,NaN,0.191626515419984
21.07,12.81,145,24,0,101,94.8,0,05/24/2020 22:30,2230,2020,NaN,NaN,0.129881383594708
20.54,12.81,145,24,0,101,97.4,0,05/24/2020 23:00,2300,2020,NaN,NaN,0.0628574973845192
20.11,12.81,145,24,0,101,97.5,0,05/24/2020 23:30,2330,2020,NaN,NaN,0.0588562709482027
21.07,12.8,146,25,0,101,88.5,0,05/25/2020 00:00,0,2020,NaN,NaN,0.287237675257526
22.07,12.8,146,25,0,101,89.2,0,05/25/2020 00:30,30,2020,NaN,NaN,0.286765148965605
21.89,12.8,146,25,0,101,86.3,0,05/25/2020 01:00,100,2020,NaN,NaN,0.359797114930749
22.06,12.79,146,25,0,101,86.3,0,05/25/2020 01:30,130,2020,NaN,NaN,0.363545358824736
21.58,12.79,146,25,0,101,82.4,0,05/25/2020 02:00,200,2020,NaN,NaN,0.453551893714064
21.46,12.79,146,25,0,101,89.1,0,05/25/2020 02:30,230,2020,NaN,NaN,0.278838352944149
21.1,12.79,146,25,0,101,86.1,0,05/25/2020 03:00,300,2020,NaN,NaN,0.347822863012973
21.5,12.79,146,25,0,101,86.5,0,05/25/2020 03:30,330,2020,NaN,NaN,0.346196662288488
21.13,12.78,146,25,0,101,89.9,0,05/25/2020 04:00,400,2020,NaN,NaN,0.253200334983797
20.9,12.78,146,25,0,101,91.1,0,05/25/2020 04:30,430,2020,NaN,NaN,0.219987533971415
20.93,12.79,146,25,0.06,101,92.3,0,05/25/2020 05:00,500,2020,NaN,NaN,0.190677568771022
21.11,12.87,146,25,0.533,101,92.6,0,05/25/2020 05:30,530,2020,NaN,NaN,0.185285567180942
21.41,13.17,146,25,1.593,101,92,0,05/25/2020 06:00,600,2020,NaN,NaN,0.204026539738968
21.71,14.43,146,25,2.865,101,87.7,0,05/25/2020 06:30,630,2020,NaN,NaN,0.31949943352828
23.06,14.43,146,25,7.252,101,81.9,0,05/25/2020 07:00,700,2020,NaN,NaN,0.510356537297494
24.07,14.28,146,25,9.85,101,75.67,0,05/25/2020 07:30,730,2020,NaN,NaN,0.729042988252458
24.95,13.6,146,25,12.63,101,70.89,0,05/25/2020 08:00,800,2020,NaN,NaN,0.919397278586284
25.96,13.54,146,25,14.62,101,67.39,0,05/25/2020 08:30,830,2020,NaN,NaN,1.09357625989714
26.84,13.47,146,25,15.64,101,70.26,0,05/25/2020 09:00,900,2020,NaN,NaN,1.05041967944189
27.89,13.39,146,25,19.14,101,67.65,0,05/25/2020 09:30,930,2020,NaN,NaN,1.21499738660086
28.54,13.31,146,25,20.95,101,62.87,0,05/25/2020 10:00,1000,2020,NaN,NaN,1.44822510566576
29.07,13.26,146,25,21.94,101,64.87,0,05/25/2020 10:30,1030,2020,NaN,NaN,1.41289702734887
29.18,13.23,146,25,18.97,101,62.26,0,05/25/2020 11:00,1100,2020,NaN,NaN,1.52753933624636
29.61,13.22,146,25,20.98,101,56.03,0,05/25/2020 11:30,1130,2020,NaN,NaN,1.82434512267153
30.02,13.2,146,25,20.43,101,56.03,0,05/25/2020 12:00,1200,2020,NaN,NaN,1.86781699354879
30.34,13.16,146,25,20.69,101,56.23,0,05/25/2020 12:30,1230,2020,NaN,NaN,1.8937163623617
30.69,13.15,146,25,22.48,101,55.48,0,05/25/2020 13:00,1300,2020,NaN,NaN,1.96507260252584
30.57,13.13,146,25,18.29,101,60.53,0,05/25/2020 13:30,1330,2020,NaN,NaN,1.73027603752258
30.81,13.17,146,25,18.58,101,51.86,0,05/25/2020 14:00,1400,2020,NaN,NaN,2.13944952963161
